city,city_kor,adm_cd,adm_nm,year,night_temp_mean_before,night_temp_mean_after,night_temp_mean_change,tropical_hours_before,tropical_hours_after,tropical_hours_change,night_tropical_hours_before,night_tropical_hours_after,night_tropical_hours_change,cooling_amount_mean_before,cooling_amount_mean_after,cooling_amount_mean_change,recovery_failure_days_before,recovery_failure_days_after,recovery_failure_days_change,HIRI_YEAR_FROM_DAILY_before,HIRI_YEAR_FROM_DAILY_after,HIRI_YEAR_FROM_DAILY_change
seoul,서울,11250650,성내1동,2024,13.952439430308674,13.950512015628453,-0.0019274146802210623,1494.5644720342145,1491.7160441470983,-2.8484278871162587,736.8889242862402,736.1838047278603,-0.7051195583799199,4.384038645978517,4.403313758829782,0.01927511285126471,80.35568835571844,79.75708946638329,-0.5985988893351504,73.15070141855902,67.96150315309278,-5.189198265466246
